galaxy,fit_status,n_points,Q,Inc_deg,Rdisk_kpc,Vflat_kms,Rmax_kpc,radial_break_kpc,n_inner,n_outer,quality_primary,upsilon_disk,upsilon_bulge,nfw_full_success,nfw_full_params,nfw_full_weighted_mse,nfw_full_relative_rmse,nfw_full_mean_abs_fractional_error,nfw_outer_success,nfw_outer_params,nfw_outer_fit_weighted_mse,nfw_outer_full_weighted_mse,nfw_outer_relative_rmse,nfw_outer_mean_abs_fractional_error,iso_full_success,iso_full_params,iso_full_weighted_mse,iso_full_relative_rmse,iso_full_mean_abs_fractional_error,log_full_success,log_full_params,log_full_weighted_mse,log_full_relative_rmse,log_full_mean_abs_fractional_error,iso_beats_nfw_full,log_beats_nfw_full,inner_gap_mean_norm_after_outer_nfw,inner_gap_negative_fraction_after_outer_nfw,central_overshoot_after_outer_nfw,inner_gap_density_mean,inner_gap_density_negative_fraction,nfw_full_outer_slope_mean,nfw_outer_outer_slope_mean,target_outer_slope_mean,nfw_full_shallow_outer,skip_reason
UGC05918,ok,8,2.0,46.0,1.66,0.0,4.46,3.2849999999999997,5.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 84829.75635420141, ""nfw_r_s_kpc"": 7.9106772250247595}",0.11572135708112409,0.14630188362738702,0.09188167289232152,True,"{""nfw_outer_amp"": 41139.69985906272, ""nfw_outer_r_s_kpc"": 4.90032976099906}",0.0017134539678184155,0.20596660250725896,0.2214688832583591,0.10627860194622407,True,"{""iso_v0_kms"": 40.57215231781475, ""iso_r_c_kpc"": 1.3528940200568726}",0.020021503491484946,0.03619463941990922,0.02933040729588539,True,"{""log_amp"": 3646.3811759383007, ""log_r0_kpc"": 5.3333106501908905}",0.12279780381137621,0.14835178497305168,0.09598047043823496,True,False,-0.12069522587210026,0.6,False,-1168054.0876954778,0.6,-0.42979427726931263,-0.5893162340404343,-0.49928847445109614,True,
UGC05986,ok,15,2.0,90.0,1.67,113.0,9.41,3.7059999999999995,5.0,10.0,True,0.5,0.7,True,"{""nfw_amp"": 4640371.201126318, ""nfw_r_s_kpc"": 34.72056505742373}",4.45137504462693,0.2811669786442917,0.32448830444002325,True,"{""nfw_outer_amp"": 208954.76500103614, ""nfw_outer_r_s_kpc"": 4.235022716513884}",0.21130377896750646,32.4111550518292,0.8610091592605444,0.8112228443689985,True,"{""iso_v0_kms"": 113.46967064006036, ""iso_r_c_kpc"": 3.1303142498973124}",0.5639164184158495,0.08680228873885754,0.09754161358024355,True,"{""log_amp"": 49706.4988369645, ""log_r0_kpc"": 26.00740849767735}",4.489999823764994,0.28099562265437644,0.32464141825915616,True,False,-1.3158000773049923,1.0,True,-857285.5129706726,0.6,-0.21401130144011696,-0.8598977257838492,-0.9691345803288801,True,
UGC05999,skipped,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC06399,ok,9,1.0,75.0,2.05,85.0,7.85,4.51,5.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 3227893.2413753727, ""nfw_r_s_kpc"": 38.11182748741622}",0.5683454409009333,0.2413152545772649,0.22777589107397966,True,"{""nfw_outer_amp"": 195694.78596006127, ""nfw_outer_r_s_kpc"": 6.524338805261662}",0.01085538559253859,2.8495413929570614,0.6161100321548181,0.5236659908920513,True,"{""iso_v0_kms"": 85.61723220666131, ""iso_r_c_kpc"": 3.321825681570908}",0.026720156761579416,0.03916357263688266,0.039350586154469486,True,"{""log_amp"": 31308.761936989402, ""log_r0_kpc"": 28.272003526019297}",0.5730661322716366,0.24036696262783516,0.2277779935817259,True,False,-0.5999836628125458,1.0,True,-505835.54620799853,0.2,-0.19766196040127504,-0.7031926610622694,-0.5781830739437606,True,
UGC06446,ok,17,1.0,51.0,1.49,82.2,10.22,3.838,6.0,11.0,True,0.5,0.7,True,"{""nfw_amp"": 151196.2337954494, ""nfw_r_s_kpc"": 5.587434392149751}",0.1878695942962604,0.19057509192072827,0.0821635286959772,True,"{""nfw_outer_amp"": 114368.61438890183, ""nfw_outer_r_s_kpc"": 4.407823321081485}",0.05034059237238106,0.31390500998985216,0.2551461072700613,0.09770371843829145,True,"{""iso_v0_kms"": 74.89783965042389, ""iso_r_c_kpc"": 1.5992078971965835}",0.2176260730690126,0.13360212388142212,0.0711256525707233,True,"{""log_amp"": 7876.974939155198, ""log_r0_kpc"": 2.9256952253188877}",0.23851263072699003,0.21185814541050352,0.09625088266990058,False,False,-0.16702524943499633,0.8333333333333334,False,-2382333.729339196,0.8333333333333334,-0.7809379051718601,-0.8709150180614074,-1.0665613671687397,False,
UGC06614,ok,13,1.0,36.0,5.1,199.8,64.59,12.729999999999999,5.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 290137333.332498, ""nfw_r_s_kpc"": 437.3884002538593}",0.6209806260960657,0.8938297296528307,0.32466659373968365,True,"{""nfw_outer_amp"": 28022608.972156603, ""nfw_outer_r_s_kpc"": 114.02868205374914}",0.4061622699002312,0.9901154298484403,1.0170116106996303,0.4684395881637617,True,"{""iso_v0_kms"": 206.7088301501353, ""iso_r_c_kpc"": 26.064096354373156}",0.15572167609013643,0.6994123541127986,0.16375076941635017,True,"{""log_amp"": 251673.0474708333, ""log_r0_kpc"": 333.14917011452286}",0.6229280125245767,0.8928102046922635,0.3233250523159125,True,False,-0.9052343393226858,1.0,True,-2306.652860959247,0.6,-0.09290101218864244,-0.29520573874327377,-0.3927745203499462,True,
UGC06628,ok,7,2.0,20.0,2.82,41.8,7.69,5.717999999999999,5.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 1005.468143644306, ""nfw_r_s_kpc"": 0.5097282267946888}",0.19355292549531825,0.48975153487465245,1.1373553179988698,True,"{""nfw_outer_amp"": 213.69967688771783, ""nfw_outer_r_s_kpc"": 0.03000000000000001}",0.13940762014941613,0.2342326592574581,0.652056875005404,0.9810467794398221,True,"{""iso_v0_kms"": 17.918333618620224, ""iso_r_c_kpc"": 0.010000000000000111}",0.2430021938934472,0.496240401200186,1.269782077231879,True,"{""log_amp"": 321.1771578685685, ""log_r0_kpc"": 0.001000000000000001}",0.24303513355678202,0.4962356263167713,1.2698989159174672,False,False,0.18142828938426533,0.2,False,-392258.20092129154,1.0,-1.4721578982610342,-1.7689261967336978,-25.166797878711336,False,
UGC06667,ok,9,1.0,89.0,5.15,83.8,7.85,5.762,6.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 1572236.3506867446, ""nfw_r_s_kpc"": 24.290011531306224}",0.9119187893297853,0.17570346542169954,0.13720985614071252,True,"{""nfw_outer_amp"": 169343.69568166562, ""nfw_outer_r_s_kpc"": 5.473720429372346}",0.014143040684141286,7.678288812093858,0.5659712146594594,0.3641693943073596,True,"{""iso_v0_kms"": 86.82289821941106, ""iso_r_c_kpc"": 2.93030050073669}",0.08380053916579827,0.04691701093449057,0.03691588168945118,True,"{""log_amp"": 23183.7121652154, ""log_r0_kpc"": 17.416025285779085}",0.9331691467943194,0.17561513238621243,0.13830449616289686,True,False,-0.4488123669479811,1.0,True,1337379.8325729002,0.0,-0.2878805706364638,-0.7701965495956031,-0.7311599796409958,True,
UGC06786,ok,45,1.0,64.0,3.6,219.4,34.05,7.920000000000001,29.0,16.0,True,0.5,0.7,True,"{""nfw_amp"": 3132173.1393539375, ""nfw_r_s_kpc"": 15.887530164140873}",0.2945105852377141,0.9040835028476705,0.1943975767105763,True,"{""nfw_outer_amp"": 2888870.4689983083, ""nfw_outer_r_s_kpc"": 14.858299080594469}",0.03373252947841425,0.3193480492447879,0.9006944978331476,0.2026896799434365,True,"{""iso_v0_kms"": 193.77684721992006, ""iso_r_c_kpc"": 4.193664540686558}",0.30102111306833546,0.969888056253161,0.15458162708233955,True,"{""log_amp"": 58634.60627052613, ""log_r0_kpc"": 8.671613009425911}",0.32009724025281455,0.8986559464263618,0.20978469757887985,False,False,0.1707300063366849,0.5862068965517241,False,-38766424.645884916,0.6206896551724138,-0.7547595046293679,-0.7796534686587798,-0.9437969006967565,False,
UGC06787,ok,71,2.0,66.0,5.37,248.1,37.19,11.38,50.0,22.0,True,0.5,0.7,True,"{""nfw_amp"": 8859823.09536127, ""nfw_r_s_kpc"": 32.24505845152731}",2.800785818359781,1.10756623157961,0.732165325107655,True,"{""nfw_outer_amp"": 10451700.274648905, ""nfw_outer_r_s_kpc"": 36.94622082890805}",0.8533968014886757,2.929718670821085,1.0904649136171904,0.7043920043088067,True,"{""iso_v0_kms"": 221.14665478377404, ""iso_r_c_kpc"": 6.969917608939878}",1.9584777062799539,0.9735392763899898,0.4876507250650439,True,"{""log_amp"": 88876.12202305104, ""log_r0_kpc"": 20.307814351197504}",2.8410274551122483,1.1113829054286328,0.7405236318391251,True,False,-0.42063595903659484,0.42,False,8104308.047287515,0.36,-0.561007641122918,-0.5149046412067826,-0.6079364192949032,True,
UGC06818,ok,8,2.0,75.0,1.39,71.2,6.98,3.058,3.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 90510608777.48804, ""nfw_r_s_kpc"": 9999.999998432444}",2.8878995958922378,0.5253374829611338,2.7621549386212774,True,"{""nfw_outer_amp"": 118013370963.66902, ""nfw_outer_r_s_kpc"": 9999.99999672787}",1.0634342740174578,3.7887296178770242,0.6141197037387666,3.581088261654896,True,"{""iso_v0_kms"": 176.33424474805048, ""iso_r_c_kpc"": 16.047732284198556}",0.8211984271436767,0.270450043380336,1.2322895925944743,True,"{""log_amp"": 4525008.056445962, ""log_r0_kpc"": 9999.99999999999}",2.887371108171358,0.5252880272902537,2.7619646787017094,True,True,-3.142840106951084,1.0,True,-1316225.7431521264,0.3333333333333333,-0.0007002167267614823,-0.0007002167235832246,1.0014380953971411,True,
UGC06917,ok,11,1.0,56.0,2.76,108.7,10.47,6.072,5.0,6.0,True,0.5,0.7,True,"{""nfw_amp"": 1251476.527899608, ""nfw_r_s_kpc"": 19.449526002167495}",0.51845057804536,0.13225347323714226,0.09540899219817564,True,"{""nfw_outer_amp"": 525028.8124671339, ""nfw_outer_r_s_kpc"": 11.057084666112063}",0.06283017987412197,0.8669075148123683,0.19440217915408323,0.10793537220751569,True,"{""iso_v0_kms"": 99.21331476807562, ""iso_r_c_kpc"": 3.467365852511042}",0.10355483018294337,0.04849009704053388,0.04249141631075749,True,"{""log_amp"": 22048.797504480935, ""log_r0_kpc"": 13.22622976120244}",0.5404582747253985,0.13381714687668153,0.09796648892667591,True,False,-0.11752907422795371,0.4,False,1097337.2748628636,0.2,-0.4078992457038921,-0.5938106187619739,-0.7461809798298926,True,
UGC06923,ok,6,2.0,65.0,1.44,79.6,5.16,3.168,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 183529871545.73672, ""nfw_r_s_kpc"": 9999.999986797236}",0.6084601670335087,0.36747302973992385,0.5313560820557557,True,"{""nfw_outer_amp"": 125782.10702661071, ""nfw_outer_r_s_kpc"": 5.507181446917381}",0.01741475843516594,1.7402276431298886,0.7698405066953672,1.0406472415437753,True,"{""iso_v0_kms"": 81.44216071621446, ""iso_r_c_kpc"": 3.3891543894865945}",0.2758916444780526,0.19228336717269193,0.2568275539972453,True,"{""log_amp"": 9175278.226993725, ""log_r0_kpc"": 9999.99999999999}",0.6084371864377035,0.36743087143772046,0.5313012301086392,True,True,-0.9822973304514157,1.0,True,491383.48583469185,0.3333333333333333,-0.0005424489958354428,-0.5861958790923874,-0.3235271443921528,True,
UGC06930,ok,10,1.0,32.0,3.94,107.2,16.61,8.668000000000001,4.0,6.0,True,0.5,0.7,True,"{""nfw_amp"": 445119.80608130037, ""nfw_r_s_kpc"": 10.74307402685863}",0.2341103111527731,0.24265103953701136,0.10762652211987345,True,"{""nfw_outer_amp"": 384094.7515410539, ""nfw_outer_r_s_kpc"": 9.602446728563034}",0.008491135776460714,0.24573766781604575,0.26466248059049774,0.10825292032039728,True,"{""iso_v0_kms"": 93.4003751585845, ""iso_r_c_kpc"": 3.1787607906422823}",0.06637297331846571,0.1062619889945145,0.055763030006289384,True,"{""log_amp"": 12248.589985749813, ""log_r0_kpc"": 5.845109406652929}",0.2832687262013798,0.25753002117957535,0.12582107099313877,True,False,-0.09330501037950995,0.25,False,-421809.91971660056,0.5,-0.7681043110598959,-0.810960881778214,-0.7343407929521456,False,
UGC06973,ok,9,3.0,71.0,1.07,174.2,7.85,4.196,3.0,6.0,False,0.5,0.7,True,"{""nfw_amp"": 41576785208.37243, ""nfw_r_s_kpc"": 9999.999999983542}",54.16747869583196,1.009561173936392,0.97527383525011,True,"{""nfw_outer_amp"": 243817772754.7701, ""nfw_outer_r_s_kpc"": 9999.99999999944}",3.183868753806086,58.62182226077037,1.0641597148883892,1.0591167691932948,True,"{""iso_v0_kms"": 9999.999999885256, ""iso_r_c_kpc"": 837.4048884917723}",50.98378842955609,1.0091558264671907,0.8287523802539202,True,"{""log_amp"": 2079820.184921738, ""log_r0_kpc"": 9999.99999999999}",54.16722613415662,1.0095661495210233,0.9752555374397675,True,True,-0.8777416516048849,1.0,True,15515777.956034789,0.0,-0.000844713947906565,-0.0008447139487669139,30.14386031554397,True,
UGC06983,ok,17,1.0,49.0,3.21,109.0,15.68,7.062,7.0,10.0,True,0.5,0.7,True,"{""nfw_amp"": 438442.4428355475, ""nfw_r_s_kpc"": 9.228065976882393}",0.5717832818892331,0.2467905445444166,0.1343038763676702,True,"{""nfw_outer_amp"": 216935.92590512952, ""nfw_outer_r_s_kpc"": 4.95527313782364}",0.06360882894933646,1.5958815217359763,0.4290275575212927,0.19500910419246203,True,"{""iso_v0_kms"": 100.48552494171746, ""iso_r_c_kpc"": 2.887569081835312}",0.29814498927344674,0.1620341050507004,0.08963717431945438,True,"{""log_amp"": 14124.344340446607, ""log_r0_kpc"": 5.054307427074448}",0.6695322590320566,0.25675447608189633,0.15302728090970774,True,False,-0.3056149762804395,1.0,True,-677072.160929898,0.7142857142857143,-0.7906138293083351,-1.0240058915360948,-0.861152087462942,False,
UGC07089,ok,12,2.0,80.0,2.26,0.0,9.16,4.9719999999999995,5.0,7.0,True,0.5,0.7,True,"{""nfw_amp"": 91013103791.51985, ""nfw_r_s_kpc"": 9999.99999999999}",0.2211060811105938,0.1746470123903895,0.16042415047148775,True,"{""nfw_outer_amp"": 96819062457.13849, ""nfw_outer_r_s_kpc"": 9999.999995882645}",0.0305713080411539,0.27198861353373754,0.19755078517314542,0.16740862803340562,True,"{""iso_v0_kms"": 77.54191396244885, ""iso_r_c_kpc"": 6.042619766282514}",0.13164810932690257,0.13989886638163138,0.12240533678155137,True,"{""log_amp"": 4549805.711376385, ""log_r0_kpc"": 9999.999999999938}",0.22092225116150258,0.17457632755111457,0.1603449327292435,True,True,-0.2941921616620811,1.0,True,-202663.95154188413,0.2,-0.0009645000289170623,-0.0009645000287445019,-0.0302117649987897,True,
UGC07125,ok,13,1.0,90.0,3.38,65.2,18.68,7.4879999999999995,5.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 217104.08218753862, ""nfw_r_s_kpc"": 15.820406216002871}",0.6282719835464567,0.2966048197234272,0.19793142592217347,True,"{""nfw_outer_amp"": 77377.01953285029, ""nfw_outer_r_s_kpc"": 6.76114457030847}",0.15693453324253204,2.2798395828527203,0.6799485990594253,0.3956681437694571,True,"{""iso_v0_kms"": 52.540244073605834, ""iso_r_c_kpc"": 4.348583554422407}",0.1811941961490517,0.07681661630168897,0.0768119933672122,True,"{""log_amp"": 4347.122208306761, ""log_r0_kpc"": 9.738408013021191}",0.7165184534814569,0.302210897175363,0.20906101466567964,True,False,-0.6674071960215303,1.0,True,-117399.9887325516,0.2,-0.6416469334963155,-0.9620017882267207,-0.5069341876123432,True,
UGC07151,ok,11,1.0,90.0,1.25,73.5,5.5,2.75,5.0,6.0,True,0.5,0.7,True,"{""nfw_amp"": 310167.87092686153, ""nfw_r_s_kpc"": 10.73496764593054}",2.1122619261455053,0.2883938737658138,0.22337287148928073,True,"{""nfw_outer_amp"": 105826.62043954553, ""nfw_outer_r_s_kpc"": 5.405260268705479}",0.004541259560637674,2.771946594647935,0.3544554840768656,0.2533798486473001,True,"{""iso_v0_kms"": 63.3216078235122, ""iso_r_c_kpc"": 1.5265959434782483}",0.47860556261100606,0.14146874646093863,0.09819065394091625,True,"{""log_amp"": 10207.710455386286, ""log_r0_kpc"": 7.619560900405426}",2.1588347439960502,0.2892933140514871,0.22601741448506274,True,False,-0.12967061393654292,0.4,False,-1395667.0726595134,0.4,-0.3859096104738959,-0.6097341643022194,-0.5557161045392398,True,
UGC07232,skipped,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too few points or zero residual scale
UGC07261,ok,7,2.0,30.0,1.2,74.7,6.67,2.9549999999999996,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 89506.57174009141, ""nfw_r_s_kpc"": 4.4463289002610695}",0.03228052186274066,0.055071993337077,0.038374432649078846,True,"{""nfw_outer_amp"": 137683.4575393567, ""nfw_outer_r_s_kpc"": 6.184724308447516}",0.015469035490079771,0.09746330608752096,0.14001697211095568,0.06145435772088483,True,"{""iso_v0_kms"": 64.23532262876044, ""iso_r_c_kpc"": 1.212118157474025}",0.13444529395061927,0.10726314870652034,0.08932023883528355,True,"{""log_amp"": 5753.994521022774, ""log_r0_kpc"": 2.215757965448216}",0.018206983091234384,0.03252556742924244,0.02799306682808884,False,True,0.12381943707446347,0.0,False,-1393513.365209759,0.6666666666666666,-0.7611134960392976,-0.6371830276761736,-0.7098106744068291,False,
UGC07323,ok,10,1.0,47.0,2.26,0.0,5.82,4.244,7.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 147877387700.41965, ""nfw_r_s_kpc"": 9999.999999997273}",0.5112830535946384,0.19879551993175476,0.20422474938355134,True,"{""nfw_outer_amp"": 785329.7479509381, ""nfw_outer_r_s_kpc"": 18.573384354021382}",0.008549791605417509,2.177108097426353,0.45401022787907797,0.41822739469333203,True,"{""iso_v0_kms"": 87.38491227900936, ""iso_r_c_kpc"": 4.64954230246912}",0.21381309139933316,0.17964214242982574,0.12339936568138248,True,"{""log_amp"": 7392968.86672926, ""log_r0_kpc"": 9999.99999999999}",0.5110210552787022,0.19874277275766783,0.20416690204231527,True,True,-0.49635448812080696,0.8571428571428571,True,139407.13977237768,0.42857142857142855,-0.000659201679044763,-0.2851542814035719,-0.11261523218730218,True,
UGC07399,ok,10,1.0,55.0,1.64,103.0,6.13,3.608,5.0,5.0,True,0.5,0.7,True,"{""nfw_amp"": 335489.132319286, ""nfw_r_s_kpc"": 6.4022875980199565}",0.6025962083900918,0.1199275976354253,0.06547083843289024,True,"{""nfw_outer_amp"": 397447.25871117855, ""nfw_outer_r_s_kpc"": 7.321783369541609}",0.022298532867961976,0.7860780914095822,0.11733390032038148,0.06873932223987538,True,"{""iso_v0_kms"": 96.47649777990569, ""iso_r_c_kpc"": 1.3489890400643167}",0.25174746307661844,0.04871595774003675,0.04592395041100822,True,"{""log_amp"": 16903.648911514618, ""log_r0_kpc"": 4.016609768676696}",0.6790783649977578,0.1257884239001683,0.06987527596320545,True,False,0.05692359597420443,0.2,False,-383788.9998757931,0.6,-0.6021006884295126,-0.5544615944057633,-0.4963408954387013,True,
UGC07524,ok,31,1.0,46.0,3.46,79.5,10.69,7.58,22.0,10.0,True,0.5,0.7,True,"{""nfw_amp"": 875645.5042072558, ""nfw_r_s_kpc"": 22.866997694848944}",0.6939361148151499,0.20734052172741727,0.1766631162998204,True,"{""nfw_outer_amp"": 105843.23971482168, ""nfw_outer_r_s_kpc"": 4.924201224079576}",0.10479562478448057,8.514502398979333,0.8216649698471906,0.5838380437797963,True,"{""iso_v0_kms"": 73.07170566816576, ""iso_r_c_kpc"": 3.4104991841205297}",0.21720003666325155,0.12477697597168527,0.07807713045899334,True,"{""log_amp"": 13432.964218450483, ""log_r0_kpc"": 16.042865452050243}",0.7201207438572876,0.2079536071771144,0.1784881011338092,True,False,-0.5961684740293428,0.9090909090909091,True,-4118470.153608684,0.45454545454545453,-0.3905989318596241,-0.9404476620566384,-1.7774670077629153,True,
UGC07559,ok,7,2.0,61.0,0.58,0.0,2.53,1.276,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 51906119995.028404, ""nfw_r_s_kpc"": 9999.999999976773}",0.3400731833564895,0.33439202706381077,0.449975246856121,True,"{""nfw_outer_amp"": 23512.464896716738, ""nfw_outer_r_s_kpc"": 5.045232222499367}",0.03904923179458749,1.0768284970057955,0.6363219387834999,0.8419437034519295,True,"{""iso_v0_kms"": 33.27840097091361, ""iso_r_c_kpc"": 1.898109911344225}",0.05983015010181049,0.11211394791173994,0.11887833689862744,True,"{""log_amp"": 2595165.6832252615, ""log_r0_kpc"": 9999.999948896691}",0.34003639785986045,0.33437216780431694,0.4499502796459844,True,True,-1.325447227330716,1.0,True,1778197.4123027576,0.0,-0.0002655495230814431,-0.384782864394452,-0.3821907070074815,True,
UGC07577,ok,9,2.0,63.0,0.9,0.0,1.69,1.244,6.0,4.0,True,0.5,0.7,True,"{""nfw_amp"": 8163442755.50556, ""nfw_r_s_kpc"": 9999.99999931238}",0.1436878593824389,0.5598501374516532,2.2886604995961046,True,"{""nfw_outer_amp"": 11412760073.7396, ""nfw_outer_r_s_kpc"": 9999.999999991269}",0.14672946795847513,0.18963731987044075,0.6592277642523507,3.3254709880045934,True,"{""iso_v0_kms"": 9999.997525316941, ""iso_r_c_kpc"": 1609.3161490534144}",0.08487123891272172,0.5264755512215887,1.7384817946318307,True,"{""log_amp"": 408160.29769480746, ""log_r0_kpc"": 9999.99999999999}",0.1436839834245901,0.5598441622153435,2.2886519073791964,True,True,-0.8952602868720333,0.8333333333333334,True,-2133733.947744585,0.8333333333333334,-0.00018852695360793703,-0.00018852695762117122,3.349674569385905,True,
UGC07603,ok,12,1.0,78.0,0.53,61.6,4.11,1.6589999999999998,4.0,8.0,True,0.5,0.7,True,"{""nfw_amp"": 479940.18294934416, ""nfw_r_s_kpc"": 13.260023783044646}",1.237493913244197,0.2662192525712057,0.2506766901762342,True,"{""nfw_outer_amp"": 53774.83954380281, ""nfw_outer_r_s_kpc"": 3.175320496618512}",0.0376078433248619,4.33945231798137,0.5782517794292754,0.4730516492152547,True,"{""iso_v0_kms"": 63.37733909427428, ""iso_r_c_kpc"": 1.4669219050276407}",0.12114615269449934,0.0687118636712555,0.0626006355168492,True,"{""log_amp"": 13142.770922284588, ""log_r0_kpc"": 9.673709214370291}",1.2540929721013023,0.26557397206873035,0.25060126781061687,True,False,-0.8835608247625956,1.0,True,8288885.971091456,0.0,-0.24163071800316827,-0.6604712856864623,-0.5717518668144028,True,
UGC07608,ok,8,1.0,25.0,1.5,0.0,4.78,3.3000000000000003,5.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 168882060329.167, ""nfw_r_s_kpc"": 9999.99999988753}",0.5151882043675376,0.27313575123321915,0.3933459082992886,True,"{""nfw_outer_amp"": 2139353.200600004, ""nfw_outer_r_s_kpc"": 31.980762893080875}",0.004070157137174978,0.785397707728886,0.34446923868819873,0.460006984014831,True,"{""iso_v0_kms"": 73.74442268752581, ""iso_r_c_kpc"": 2.821080456687029}",0.054012155686491425,0.08906750128615715,0.1129225888710457,True,"{""log_amp"": 8443242.845382137, ""log_r0_kpc"": 9999.99999999999}",0.51507892420876,0.2731080098157576,0.3932949477121772,True,True,-0.2528198835632059,0.8,True,-809410.285507669,0.2,-0.0005186007860418229,-0.1456148505593866,-0.21959169067412532,True,
UGC07690,ok,7,2.0,41.0,0.57,57.4,4.13,1.8289999999999997,3.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 15833.01404801437, ""nfw_r_s_kpc"": 1.5188539259118063}",0.21946667518138246,0.203261826304817,0.105945504819852,True,"{""nfw_outer_amp"": 12472.184847596418, ""nfw_outer_r_s_kpc"": 1.2246553060575445}",0.00044971082772765544,0.25851067009309175,0.25596987090391554,0.1038650571603384,True,"{""iso_v0_kms"": 48.50954541056514, ""iso_r_c_kpc"": 0.6001874101832538}",0.16232770687952666,0.14463719143804232,0.09101499577591957,True,"{""log_amp"": 2715.1989609788466, ""log_r0_kpc"": 0.6385754251067826}",0.3205500878390981,0.22359962615532622,0.13249910472729992,True,False,-0.07155640850120665,0.3333333333333333,False,-3732635.2002184987,1.0,-0.9861563311646302,-1.0634918068244374,-1.0856677435352218,False,
UGC07866,ok,7,2.0,44.0,0.61,0.0,2.32,1.342,4.0,4.0,False,0.5,0.7,True,"{""nfw_amp"": 135278.43294046345, ""nfw_r_s_kpc"": 13.183370212734433}",0.031222309090334684,0.12402246866163238,0.09877498584346449,True,"{""nfw_outer_amp"": 4393650.813727766, ""nfw_outer_r_s_kpc"": 81.59885187127932}",0.004849028999939093,0.04466828503587001,0.13621719911393543,0.09169127736303608,True,"{""iso_v0_kms"": 27.40741022655346, ""iso_r_c_kpc"": 0.928097981840852}",0.04583761404216486,0.09771775906637734,0.08709930616918084,True,"{""log_amp"": 3697.736295500289, ""log_r0_kpc"": 9.48261329285479}",0.03125033434947047,0.12427689267945662,0.09874319471066148,False,False,0.09527717985449423,0.25,False,-1713416.2042786942,1.0,-0.1639510115871574,-0.02934547174882285,0.03888750316610423,True,
UGC08286,ok,17,1.0,90.0,1.05,82.4,8.04,3.1159999999999997,6.0,11.0,True,0.5,0.7,True,"{""nfw_amp"": 209710.03163668545, ""nfw_r_s_kpc"": 6.700579486604863}",2.398042950937196,0.2785813923916032,0.16568894940603449,True,"{""nfw_outer_amp"": 142089.18447804046, ""nfw_outer_r_s_kpc"": 5.013256920993494}",0.015761281959313738,2.8381903087272278,0.3306290885245147,0.17501498310499772,True,"{""iso_v0_kms"": 77.97153210863472, ""iso_r_c_kpc"": 1.5319438395681768}",0.3326844453369911,0.09069510969401251,0.061280070730426614,True,"{""log_amp"": 9887.33144741438, ""log_r0_kpc"": 4.14539108687351}",2.683212433970268,0.2856054468202703,0.17799231502671573,True,False,-0.13255848750685498,0.3333333333333333,False,5894707.843622959,0.16666666666666666,-0.6322015380201975,-0.7400671488645088,-0.7536828514072531,True,
UGC08490,ok,30,1.0,50.0,0.67,78.6,10.15,3.7709999999999995,11.0,19.0,True,0.5,0.7,True,"{""nfw_amp"": 80885.62767930458, ""nfw_r_s_kpc"": 3.2229972826213134}",0.08866426811920473,0.08292803042226841,0.03512388660834223,True,"{""nfw_outer_amp"": 83893.1851516375, ""nfw_outer_r_s_kpc"": 3.357071269799422}",0.027010080896919534,0.09860925923074522,0.07667402323959562,0.03493238322015362,True,"{""iso_v0_kms"": 73.64028812754134, ""iso_r_c_kpc"": 0.9786566848823013}",0.1593012355554341,0.19688350292657794,0.041372836719203734,True,"{""log_amp"": 6424.176687295302, ""log_r0_kpc"": 1.302449660662607}",0.27081274612976947,0.14067827640303915,0.06445648963207938,False,False,0.01801894758434992,0.2727272727272727,False,4816216.915919151,0.45454545454545453,-0.9911650042547352,-0.9762609046626679,-0.9198491897610751,False,
UGC08550,ok,11,1.0,90.0,0.45,56.9,5.36,2.195,4.0,7.0,True,0.5,0.7,True,"{""nfw_amp"": 68064.69359983785, ""nfw_r_s_kpc"": 4.761364319823291}",0.5477134232892082,0.17093045990978348,0.08423761637618478,True,"{""nfw_outer_amp"": 59852.97841596868, ""nfw_outer_r_s_kpc"": 4.34808803519722}",0.09131244364502143,0.5660605186152008,0.17552284771097953,0.08356412655411669,True,"{""iso_v0_kms"": 52.27344096959388, ""iso_r_c_kpc"": 1.089302119015406}",0.3456808130445048,0.09579714570821828,0.06076429050513275,True,"{""log_amp"": 4458.388671317259, ""log_r0_kpc"": 2.8473752374576233}",0.6256258350707093,0.17788076855832782,0.09133733441224488,True,False,-0.00025797770073579063,0.25,False,-3134077.170995688,1.0,-0.6212969192215846,-0.6544652792327186,-0.6907845413646088,True,
